fecha,canal,category,subcategory,subcategory_2,subcategory_3,marca,modelo,sku,upc,item,item_characteristics,url sku,image,price,sale_price,shipment cost,sales flag,store id,store name,store address,stock,upc wm,final_price,upc wm2,comp,composition,made_in,url item
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bistro,NoSKU,NoSKU_Verde bistro_S,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bistro,NoSKU,NoSKU_Verde bistro_XL,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bistro,NoSKU,NoSKU_Verde bistro_M,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bistro,NoSKU,NoSKU_Verde bistro_L,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bistro,NoSKU,NoSKU_Verde bistro_XXL,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XXL,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Azul adriatico,NoSKU,NoSKU_Azul adriatico_S,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Azul adriatico,NoSKU,NoSKU_Azul adriatico_XL,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Azul adriatico,NoSKU,NoSKU_Azul adriatico_M,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Azul adriatico,NoSKU,NoSKU_Azul adriatico_L,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Azul adriatico,NoSKU,NoSKU_Azul adriatico_XXL,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XXL,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bristo,NoSKU,NoSKU_Verde bristo_S,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bristo,NoSKU,NoSKU_Verde bristo_XL,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bristo,NoSKU,NoSKU_Verde bristo_M,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,M,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bristo,NoSKU,NoSKU_Verde bristo_L,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,L,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Verde bristo,NoSKU,NoSKU_Verde bristo_XXL,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XXL,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Rojo opaco,NoSKU,NoSKU_Rojo opaco_S,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,S,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
2025/01/10,Diane & Geordi (CR),Hombre,tanga masculina,,,Diane & Geordi,Rojo opaco,NoSKU,NoSKU_Rojo opaco_XL,Tanga (GG04D8),"Nuestra líneaCOLORSen corte tanga, con la mejor frescura de la microfibra.ReferenciaGG04D8.DETALLESSilueta ajustada.Elástico contramarcado.TELAMicrofibra de la más alta calidad, nylon y spandex.Diseñado y producido en Colombia.*El elástico puede variar según disposición del diseño.",https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4900.0,,available,regular,9999_dg_cr,ONLINE,ONLINE,XL,NoSKU,4900.0,NoSKU,,,,https://dianeandgeordi.cr/collections/tangas-masculina/products/tanga-unicolor-de-microfibra-premium-gg04d8
